a|A0
sép|S E4 PC
sét|S E4 TC
sey|S E0 IZ
sê|S EE0
sề|S EE1
sể|S EE3
sễ|S EE2
sế|S EE4
sệ|S EE5
sếch|S EE4 KC
sên|S EE0 NZ
sền|S EE1 NZ
sển|S EE3 NZ
sễn|S EE2 NZ
sến|S EE4 NZ
sện|S EE5 NZ
sểnh|S EE3 NGZ
sếp|S EE4 PC
sết|S EE4 TC
sệt|S EE5 TC
sêu|S EE0 UZ
sều|S EE1 UZ
sểu|S EE3 UZ
sễu|S EE2 UZ
sếu|S EE4 UZ
sệu|S EE5 UZ
sêy|S EE0 IZ
shin|S H I0 NZ
si|S I0
sì|S I1
sỉ|S I3
sĩ|S I2
sí|S I4
sị|S I5
sia|S IE0
sìa|S IE1
sỉa|S IE3
sĩa|S IE2
sía|S IE4
sịa|S IE5
sích|S I4 KC
siêm|S IE0 MZ
siềm|S IE1 MZ
siểm|S IE3 MZ
siễm|S IE2 MZ
siếm|S IE4 MZ
siệm|S IE5 MZ
siêng|S IE0 NGZ
siềng|S IE1 NGZ
siểng|S IE3 NGZ
siễng|S IE2 NGZ
siếng|S IE4 NGZ
siệng|S IE5 NGZ
siết|S IE4 TC
siêu|S IE0 UZ
siều|S IE1 UZ
siểu|S IE3 UZ
siễu|S IE2 UZ
siếu|S IE4 UZ
siệu|S IE5 UZ
sim|S I0 MZ
sìm|S I1 MZ
sỉm|S I3 MZ
sĩm|S I2 MZ
sím|S I4 MZ
sịm|S I5 MZ
sin|S I0 NZ
sìn|S I1 NZ
sỉn|S I3 NZ
sĩn|S I2 NZ
sín|S I4 NZ
sịn|S I5 NZ
sinh|S I0 NGZ
sình|S I1 NGZ
sỉnh|S I3 NGZ
sĩnh|S I2 NGZ
sính|S I4 NGZ
sịnh|S I5 NGZ
síp|S I4 PC
sít|S I4 TC
sịt|S I5 TC
siu|S I0 UZ
sìu|S I1 UZ
sỉu|S I3 UZ
sĩu|S I2 UZ
síu|S I4 UZ
sịu|S I5 UZ
so|S O0
sò|S O1
sỏ|S O3
sõ|S O2
só|S O4
sọ|S O5
soa|S W A0
sòa|S W A1
sỏa|S W A3
sõa|S W A2
sóa|S W A4
sọa|S W A5
soài|S W A1 IZ
soãi|S W A2 IZ
soái|S W A4 IZ
sòai|S W A1 IZ
sõai|S W A2 IZ
sóai|S W A4 IZ
soán|S W A4 NZ
soạn|S W A5 NZ
sóan|S W A4 NZ
sọan|S W A5 NZ
soạng|S W A5 NGZ
sọang|S W A5 NGZ
soát|S W A4 TC
soạt|S W A5 TC
sóat|S W A4 TC
sọat|S W A5 TC
sóc|S OA4 KC
sọc|S OA5 KC
soem|S W E0 MZ
soèm|S W E1 MZ
soẻm|S W E3 MZ
soẽm|S W E2 MZ
soém|S W E4 MZ
soẹm|S W E5 MZ
soi|S O0 IZ
sòi|S O1 IZ
sỏi|S O3 IZ
sõi|S O2 IZ
sói|S O4 IZ
sọi|S O5 IZ
som|S O0 MZ
sòm|S O1 MZ
sỏm|S O3 MZ
sõm|S O2 MZ
sóm|S O4 MZ
sọm|S O5 MZ
son|S O0 NZ
sòn|S O1 NZ
sỏn|S O3 NZ
sõn|S O2 NZ
són|S O4 NZ
sọn|S O5 NZ
song|S OA0 NGZ
sòng|S OA1 NGZ
sỏng|S OA3 NGZ
sõng|S OA2 NGZ
sóng|S OA4 NGZ
sọng|S OA5 NGZ
sóp|S O4 PC
sót|S O4 TC
sọt|S O5 TC
sô|S OO0
sồ|S OO1
sổ|S OO3
sỗ|S OO2
số|S OO4
sộ|S OO5
sốc|S OO4 KC
sôi|S OO0 IZ
sồi|S OO1 IZ
sổi|S OO3 IZ
sỗi|S OO2 IZ
sối|S OO4 IZ
sội|S OO5 IZ
sôm|S OO0 MZ
sồm|S OO1 MZ
sổm|S OO3 MZ
sỗm|S OO2 MZ
sốm|S OO4 MZ
sộm|S OO5 MZ
sôn|S OO0 NZ
sồn|S OO1 NZ
sổn|S OO3 NZ
sỗn|S OO2 NZ
sốn|S OO4 NZ
sộn|S OO5 NZ
sông|S OO0 NGZ
sồng|S OO1 NGZ
sổng|S OO3 NGZ
sỗng|S OO2 NGZ
sống|S OO4 NGZ
sộng|S OO5 NGZ
sốp|S OO4 PC
sộp|S OO5 PC
sốt|S OO4 TC
sột|S OO5 TC
sơ|S OW0
sờ|S OW1
sở|S OW3
sỡ|S OW2
sớ|S OW4
sợ|S OW5
sơi|S OW0 IZ
sời|P OW1 IZ
sởi|S OW3 IZ
sỡi|P OW2 IZ
sới|S OW4 IZ
sợi|S OW5 IZ
sơm|S OW0 MZ
sờm|S OW1 MZ
sởm|S OW3 MZ
sỡm|S OW2 MZ
sớm|S OW4 MZ
sợm|S OW5 MZ
sơn|S OW0 NZ
sờn|S OW1 NZ
sởn|S OW3 NZ
sỡn|S OW2 NZ
sớn|S OW4 NZ
sợn|S OW5 NZ
sợp|S OW5 PC
sớt|S OW4 TC
sợt|S OW5 TC
su|S U0
sù|S U1
sủ|S U3
sũ|S U2
sú|S U4
sụ|S U5
sua|S UO0
sùa|S UO1
sủa|S UO3
sũa|S UO2
súa|S UO4
sụa|S UO5
suất|S W AA4 TC
súc|S U4 KC
sục|S U5 KC
suê|S W EE0
suề|S W EE1
suể|S W EE3
suễ|S W EE2
suế|S W EE4
suệ|S W EE5
sui|S U0 IZ
sùi|S U1 IZ
sủi|S U3 IZ
sũi|S U2 IZ
súi|S U4 IZ
sụi|S U5 IZ
sum|S U0 MZ
sùm|S U1 MZ
sủm|S U3 MZ
sũm|S U2 MZ
súm|S U4 MZ
sụm|S U5 MZ
sun|S U0 NZ
sùn|S U1 NZ
sủn|S U3 NZ
sũn|S U2 NZ
sún|S U4 NZ
sụn|S U5 NZ
sung|S U0 NGZ
sùng|S U1 NGZ
sủng|S U3 NGZ
sũng|S U2 NGZ
súng|S U4 NGZ
sụng|S U5 NGZ
suốc|S UO4 KC
suối|S UO4 IZ
suôn|S UO0 NZ
suồn|S UO1 NZ
suổn|S UO3 NZ
suỗn|S UO2 NZ
suốn|S UO4 NZ
suộn|S UO5 NZ
suông|S UO0 NGZ
suồng|S UO1 NGZ
suổng|S UO3 NGZ
suỗng|S UO2 NGZ
suống|S UO4 NGZ
suộng|S UO5 NGZ
suốt|S UO4 TC
suột|S UO5 TC
súp|S U4 PC
sụp|S U5 PC
sút|S U4 TC
sụt|S U5 TC
suy|S W I0
suý|S W I4
sùy|S W I1
sủy|S W I3
sũy|S W I2
súy|S W I4
sụy|S W I5
suyển|S W IE3 NZ
suyễn|S W IE2 NZ
suynh|S W I0 NGZ
suỳnh|S W I1 NGZ
suỷnh|S W I3 NGZ
suỹnh|S W I2 NGZ
suýnh|S W I4 NGZ
suỵnh|S W I5 NGZ
suyp|S W I4 PC
suýp|S W I4 PC
suỵp|S W I5 PC
suyt|S W I4 TC
suýt|S W I4 TC
suỵt|S W I5 TC
súyt|S W I4 TC
suyu|S W I0 UZ
suỳu|S W I1 UZ
suỷu|S W I3 UZ
suỹu|S W I2 UZ
suýu|S W I4 UZ
suỵu|S W I5 UZ
sư|S UW0
sừ|S UW1
sử|S UW3
sữ|S UW2
sứ|S UW4
sự|S UW5
sưa|S WA0
sừa|S WA1
sửa|S WA3
sữa|S WA2
sứa|S WA4
sựa|S WA5
sức|S UW4 KC
sực|S UW5 KC
sưn|S UW0 NZ
sừn|S UW1 NZ
sửn|S UW3 NZ
sữn|S UW2 NZ
sứn|S UW4 NZ
sựn|S UW5 NZ
sưng|S UW0 NGZ
sừng|S UW1 NGZ
sửng|S UW3 NGZ
sững|S UW2 NGZ
sứng|S UW4 NGZ
sựng|S UW5 NGZ
sưởi|S WA3 IZ
sườn|S WA1 NZ
sương|S WA0 NGZ
sường|S WA1 NGZ
sưởng|S WA3 NGZ
sưỡng|S WA2 NGZ
sướng|S WA4 NGZ
sượng|S WA5 NGZ
sướt|S WA4 TC
sượt|S WA5 TC
sứt|S UW4 TC
sưu|S UW0 UZ
sừu|S UW1 UZ
sửu|S UW3 UZ
sữu|S UW2 UZ
sứu|S UW4 UZ
sựu|S UW5 UZ
sỹ|S I2
ta|T A0
tà|T A1
tả|T A3
tã|T A2
tá|T A4
tạ|T A5
tác|T A4 KC
tạc|T A5 KC
tách|T EA4 KC
tạch|T EA5 KC
tai|T A0 IZ
tài|T A1 IZ
tải|T A3 IZ
tãi|T A2 IZ
tái|T A4 IZ
tại|T A5 IZ
tam|T A0 MZ
tàm|T A1 MZ
tảm|T A3 MZ
tãm|T A2 MZ
tám|T A4 MZ
tạm|T A5 MZ
tan|T A0 NZ
tàn|T A1 NZ
tản|T A3 NZ
tãn|T A2 NZ
tán|T A4 NZ
tạn|T A5 NZ
tang|T A0 NGZ
tàng|T A1 NGZ
tảng|T A3 NGZ
tãng|T A2 NGZ
táng|T A4 NGZ
tạng|T A5 NGZ
tanh|T EA0 NGZ
tành|T EA1 NGZ
tảnh|T EA3 NGZ
tãnh|T EA2 NGZ
tánh|T EA4 NGZ
tạnh|T EA5 NGZ
tao|T A0 UZ
tào|T A1 UZ
tảo|T A3 UZ
tão|T A2 UZ
táo|T A4 UZ
tạo|T A5 UZ
táp|T A4 PC
tạp|T A5 PC
tát|T A4 TC
tạt|T A5 TC
tau|T AW0 UZ
tàu|T AW1 UZ
tảu|T AW3 UZ
tãu|T AW2 UZ
táu|T AW4 UZ
tạu|T AW5 UZ
tay|T AW0 IZ
tày|T AW1 IZ
tảy|T AW3 IZ
tãy|T AW2 IZ
táy|T AW4 IZ
tạy|T AW5 IZ
tắc|T AW4 KC
tặc|T AW5 KC
tăm|T AW0 MZ
tằm|T AW1 MZ
tẳm|T AW3 MZ
tẵm|T AW2 MZ
tắm|T AW4 MZ
tặm|T AW5 MZ
tăn|T AW0 NZ
tằn|T AW1 NZ
tẳn|T AW3 NZ
tẵn|T AW2 NZ
tắn|T AW4 NZ
tặn|T AW5 NZ
tăng|T AW0 NGZ
tằng|T AW1 NGZ
tẳng|T AW3 NGZ
tẵng|T AW2 NGZ
tắng|T AW4 NGZ
tặng|T AW5 NGZ
tắp|T AW4 PC
tắt|T AW4 TC
tấc|T AA4 KC
tâm|T AA0 MZ
tầm|T AA1 MZ
tẩm|T AA3 MZ
tẫm|T AA2 MZ
tấm|T AA4 MZ
tậm|T AA5 MZ
tân|T AA0 NZ
tần|T AA1 NZ
tẩn|T AA3 NZ
tẫn|T AA2 NZ
tấn|T AA4 NZ
tận|T AA5 NZ
tâng|T AA0 NGZ
tầng|T AA1 NGZ
tẩng|T AA3 NGZ
tẫng|T AA2 NGZ
tấng|T AA4 NGZ
tậng|T AA5 NGZ
tấp|T AA4 PC
tập|T AA5 PC
tất|T AA4 TC
tật|T AA5 TC
tâu|T AA0 UZ
tầu|T AA1 UZ
tẩu|T AA3 UZ
tẫu|T AA2 UZ
tấu|T AA4 UZ
tậu|T AA5 UZ
tây|T AA0 IZ
tầy|T AA1 IZ
tẩy|T AA3 IZ
tẫy|T AA2 IZ
tấy|T AA4 IZ
tậy|T AA5 IZ
te|T E0
tè|T E1
tẻ|T E3
tẽ|T E2
té|T E4
tẹ|T E5
téc|T E4 KC
téch|T E4 KC
tem|T E0 MZ
tèm|T E1 MZ
tẻm|T E3 MZ
tẽm|T E2 MZ
tém|T E4 MZ
tẹm|T E5 MZ
ten|T E0 NZ
tèn|T E1 NZ
tẻn|T E3 NZ
tẽn|T E2 NZ
tén|T E4 NZ
tẹn|T E5 NZ
teng|T E0 NGZ
tèng|T E1 NGZ
tẻng|T E3 NGZ
tẽng|T E2 NGZ
téng|T E4 NGZ
tẹng|T E5 NGZ
teo|T E0 UZ
tèo|T E1 UZ
tẻo|T E3 UZ
tẽo|T E2 UZ
téo|T E4 UZ
tẹo|T E5 UZ
tép|T E4 PC
tét|T E4 TC
tẹt|T E5 TC
tê|T EE0
tề|T EE1
tể|T EE3
tễ|T EE2
tế|T EE4
tệ|T EE5
tếc|T EE4 KC
tếch|T EE4 KC
tên|T EE0 NZ
tền|T EE1 NZ
tển|T EE3 NZ
tễn|T EE2 NZ
tến|T EE4 NZ
tện|T EE5 NZ
tênh|T EE0 NGZ
tềnh|T EE1 NGZ
tểnh|T EE3 NGZ
tễnh|T EE2 NGZ
tếnh|T EE4 NGZ
tệnh|T EE5 NGZ
tệp|T EE5 PC
tết|T EE4 TC
têu|T EE0 UZ
tều|T EE1 UZ
tểu|T EE3 UZ
tễu|T EE2 UZ
tếu|T EE4 UZ
tệu|T EE5 UZ
tha|TH A0
thà|TH A1
thả|TH A3
thã|TH A2
thá|TH A4
thạ|TH A5
thác|TH A4 KC
thạc|TH A5 KC
thách|TH EA4 KC
thạch|TH EA5 KC
thai|TH A0 IZ
thài|TH A1 IZ
thải|TH A3 IZ
thãi|TH A2 IZ
thái|TH A4 IZ
thại|TH A5 IZ
tham|TH A0 MZ
thàm|TH A1 MZ
thảm|TH A3 MZ
thãm|TH A2 MZ
thám|TH A4 MZ
thạm|TH A5 MZ
than|TH A0 NZ
thàn|TH A1 NZ
thản|TH A3 NZ
thãn|TH A2 NZ
thán|TH A4 NZ
thạn|TH A5 NZ
thang|TH A0 NGZ
thàng|TH A1 NGZ
thảng|TH A3 NGZ
thãng|TH A2 NGZ
tháng|TH A4 NGZ
thạng|TH A5 NGZ
thanh|TH EA0 NGZ
thành|TH EA1 NGZ
thảnh|TH EA3 NGZ
thãnh|TH EA2 NGZ
thánh|TH EA4 NGZ
thạnh|TH EA5 NGZ
thao|TH A0 UZ
thào|TH A1 UZ
thảo|TH A3 UZ
thão|TH A2 UZ
tháo|TH A4 UZ
thạo|TH A5 UZ
tháp|TH A4 PC
thạp|TH A5 PC
thát|TH A4 TC
thau|TH AW0 UZ
thàu|TH AW1 UZ
thảu|TH AW3 UZ
thãu|TH AW2 UZ
tháu|TH AW4 UZ
thạu|TH AW5 UZ
thay|TH AW0 IZ
thày|TH AW1 IZ
thảy|TH AW3 IZ
thãy|TH AW2 IZ
tháy|TH AW4 IZ
thạy|TH AW5 IZ
thắc|TH AW4 KC
thăm|TH AW0 MZ
thằm|TH AW1 MZ
thẳm|TH AW3 MZ
thẵm|TH AW2 MZ
thắm|TH AW4 MZ
thặm|TH AW5 MZ
thăn|TH AW0 NZ
thằn|TH AW1 NZ
thẳn|TH AW3 NZ
thẵn|TH AW2 NZ
thắn|TH AW4 NZ
thặn|TH AW5 NZ
thăng|TH AW0 NGZ
thằng|TH AW1 NGZ
thẳng|TH AW3 NGZ
thẵng|TH AW2 NGZ
thắng|TH AW4 NGZ
thặng|TH AW5 NGZ
thắp|TH AW4 PC
thắt|TH AW4 TC
thâm|TH AA0 MZ
thầm|TH AA1 MZ
thẩm|TH AA3 MZ
thẫm|TH AA2 MZ
thấm|TH AA4 MZ
thậm|TH AA5 MZ
thân|TH AA0 NZ
thần|TH AA1 NZ
thẩn|TH AA3 NZ
thẫn|TH AA2 NZ
thấn|TH AA4 NZ
thận|TH AA5 NZ
thấp|TH AA4 PC
thập|TH AA5 PC
thất|TH AA4 TC
thật|TH AA5 TC
thâu|TH AA0 UZ
thầu|TH AA1 UZ
thẩu|TH AA3 UZ
thẫu|TH AA2 UZ
thấu|TH AA4 UZ
thậu|TH AA5 UZ
thây|TH AA0 IZ
thầy|TH AA1 IZ
thẩy|TH AA3 IZ
thẫy|TH AA2 IZ
thấy|TH AA4 IZ
thậy|TH AA5 IZ
the|TH E0
thè|TH E1
thẻ|TH E3
thẽ|TH E2
thé|TH E4
thẹ|TH E5
them|TH E0 MZ
thèm|TH E1 MZ
thẻm|TH E3 MZ
thẽm|TH E2 MZ
thém|TH E4 MZ
thẹm|TH E5 MZ
then|TH E0 NZ
thèn|TH E1 NZ
thẻn|TH E3 NZ
thẽn|TH E2 NZ
thén|TH E4 NZ
thẹn|TH E5 NZ
thèng|TH E1 NGZ
theo|TH E0 UZ
thèo|TH E1 UZ
thẻo|TH E3 UZ
thẽo|TH E2 UZ
théo|TH E4 UZ
thẹo|TH E5 UZ
thép|TH E4 PC
thét|TH E4 TC
thê|TH EE0
thề|TH EE1
thể|TH EE3
thễ|TH EE2
thế|TH EE4
thệ|TH EE5
thếch|TH EE4 KC
thêm|TH EE0 MZ
thềm|TH EE1 MZ
thểm|TH EE3 MZ
thễm|TH EE2 MZ
thếm|TH EE4 MZ
thệm|TH EE5 MZ
thên|TH EE0 NZ
thền|TH EE1 NZ
thển|TH EE3 NZ
thễn|TH EE2 NZ
thến|TH EE4 NZ
thện|TH EE5 NZ
thênh|TH EE0 NGZ
thềnh|TH EE1 NGZ
thểnh|TH EE3 NGZ
thễnh|TH EE2 NGZ
thếnh|TH EE4 NGZ
thệnh|TH EE5 NGZ
thếp|TH EE4 PC
thết|TH EE4 TC
thêu|TH EE0 UZ
thều|TH EE1 UZ
thểu|TH EE3 UZ
thễu|TH EE2 UZ
thếu|TH EE4 UZ
thệu|TH EE5 UZ
thi|TH I0
thì|TH I1
thỉ|TH I3
thĩ|TH I2
thí|TH I4
thị|TH I5
thia|TH IE0
thìa|TH IE1
thỉa|TH IE3
thĩa|TH IE2
thía|TH IE4
thịa|TH IE5
thích|TH I4 KC
thịch|TH I5 KC
thiếc|TH IE4 KC
thiêm|TH IE0 MZ
thiềm|TH IE1 MZ
thiểm|TH IE3 MZ
thiễm|TH IE2 MZ
thiếm|TH IE4 MZ
thiệm|TH IE5 MZ
thiên|TH IE0 NZ
thiền|TH IE1 NZ
thiển|TH IE3 NZ
thiễn|TH IE2 NZ
thiến|TH IE4 NZ
thiện|TH IE5 NZ
thiêng|TH IE0 NGZ
thiềng|TH IE1 NGZ
thiểng|TH IE3 NGZ
thiễng|TH IE2 NGZ
thiếng|TH IE4 NGZ
thiệng|TH IE5 NGZ
thiếp|TH IE4 PC
thiệp|TH IE5 PC
thiết|TH IE4 TC
thiệt|TH IE5 TC
thiêu|TH IE0 UZ
thiều|TH IE1 UZ
thiểu|TH IE3 UZ
thiễu|TH IE2 UZ
thiếu|TH IE4 UZ
thiệu|TH IE5 UZ
thim|TH I0 MZ
thìm|TH I1 MZ
thỉm|TH I3 MZ
thĩm|TH I2 MZ
thím|TH I4 MZ
thịm|TH I5 MZ
thin|TH I0 NZ
thìn|TH I1 NZ
thỉn|TH I3 NZ
thĩn|TH I2 NZ
thín|TH I4 NZ
thịn|TH I5 NZ
thing|TH I0 NGZ
thinh|TH I0 NGZ
thình|TH I1 NGZ
thỉnh|TH I3 NGZ
thĩnh|TH I2 NGZ
thính|TH I4 NGZ
thịnh|TH I5 NGZ
thíp|TH I4 PC
thít|TH I4 TC
thịt|TH I5 TC
thiu|TH I0 UZ
thìu|TH I1 UZ
thỉu|TH I3 UZ
thĩu|TH I2 UZ
thíu|TH I4 UZ
thịu|TH I5 UZ
tho|TH O0
thò|TH O1
thỏ|TH O3
thõ|TH O2
thó|TH O4
thọ|TH O5
thoa|TH W A0
thoả|TH W A3
thoá|TH W A4
thòa|TH W A1
thỏa|TH W A3
thõa|TH W A2
thóa|TH W A4
thọa|TH W A5
thoai|TH W A0 IZ
thoài|TH W A1 IZ
thoải|TH W A3 IZ
thoãi|TH W A2 IZ
thoái|TH W A4 IZ
thoại|TH W A5 IZ
thỏai|TH W A3 IZ
thóai|TH W A4 IZ
thọai|TH W A5 IZ
thoang|TH W A0 NGZ
thoàng|TH W A1 NGZ
thoảng|TH W A3 NGZ
thoãng|TH W A2 NGZ
thoáng|TH W A4 NGZ
thoạng|TH W A5 NGZ
thỏang|TH W A3 NGZ
thóang|TH W A4 NGZ
thoát|TH W A4 TC
thoạt|TH W A5 TC
thóat|TH W A4 TC
thọat|TH W A5 TC
thoăn|TH W AW0 NZ
thoằn|TH W AW1 NZ
thoẳn|TH W AW3 NZ
thoẵn|TH W AW2 NZ
thoắn|TH W AW4 NZ
thoặn|TH W AW5 NZ
thoắng|TH W AW4 NGZ
thoắt|TH W AW4 TC
thóc|TH OA4 KC
thọc|TH OA5 KC
thoem|TH W E0 MZ
thoèm|TH W E1 MZ
thoẻm|TH W E3 MZ
thoẽm|TH W E2 MZE
thoém|TH W E4 MZE
thoẹm|TH W E5 MZE
thoen|TH W E0 NZ
thoèn|TH W E1 NZ
thoẻn|TH W E3 NZ
thoẽn|TH W E2 NZ
thoén|TH W E4 NZ
thoẹn|TH W E5 NZ
thoi|TH O0 IZ
thòi|TH O1 IZ
thỏi|TH O3 IZ
thõi|TH O2 IZ
thói|TH O4 IZ
thọi|TH O5 IZ
thom|TH O0 MZ
thòm|TH O1 MZ
thỏm|TH O3 MZ
thõm|TH O2 MZ
thóm|TH O4 MZ
thọm|TH O5 MZ
thon|TH O0 NZ
thòn|TH O1 NZ
thỏn|TH O3 NZ
thõn|TH O2 NZ
thón|TH O4 NZ
thọn|TH O5 NZ
thong|TH OA0 NGZ
thòng|TH OA1 NGZ
thỏng|TH OA3 NGZ
thõng|TH OA2 NGZ
thóng|TH OA4 NGZ
thọng|TH OA5 NGZ
thoóc|TH O4 OA4 KC
thóp|TH O4 PC
thót|TH O4 TC
thọt|TH O5 TC
thô|TH OO0
thồ|TH OO1
thổ|TH OO3
thỗ|TH OO2
thố|TH OO4
thộ|TH OO5
thốc|TH OO4 KC
thộc|TH OO5 KC
thôi|TH OO0 IZ
thồi|TH OO1 IZ
thổi|TH OO3 IZ
thỗi|TH OO2 IZ
thối|TH OO4 IZ
thội|TH OO5 IZ
thôn|TH OO0 NZ
thồn|TH OO1 NZ
thổn|TH OO3 NZ
thỗn|TH OO2 NZ
thốn|TH OO4 NZ
thộn|TH OO5 NZ
thông|TH OO0 NGZ
thồng|TH OO1 NGZ
thổng|TH OO3 NGZ
thỗng|TH OO2 NGZ
thống|TH OO4 NGZ
thộng|TH OO5 NGZ
thốt|TH OO4 TC
thơ|TH OW0
thờ|TH OW1
thở|TH OW3
thỡ|TH OW2
thớ|TH OW4
thợ|TH OW5
thơi|TH OW0 IZ
thời|TH OW1 IZ
thởi|TH OW3 IZ
thỡi|TH OW2 IZ
thới|TH OW4 IZ
thợi|TH OW5 IZ
thơm|TH OW0 MZ
thờm|TH OW1 MZ
thởm|TH OW3 MZ
thỡm|TH OW2 MZ
thớm|TH OW4 MZ
thợm|TH OW5 MZ
thơn|TH OW0 NZ
thờn|TH OW1 NZ
thởn|TH OW3 NZ
thỡn|TH OW2 NZ
thớn|TH OW4 NZ
thợn|TH OW5 NZ
thớt|TH OW4 TC
thu|TH U0
thù|TH U1
thủ|TH U3
thũ|TH U2
thú|TH U4
thụ|TH U5
thua|TH UO0
thùa|TH UO1
thủa|TH UO3
thũa|TH UO2
thúa|TH UO4
thụa|TH UO5
thuần|TH W AA1 NZ
thuẫn|TH W AA2 NZ
thuấn|TH W AA4 NZ
thuận|TH W AA5 NZ
thuật|TH W AA5 TC
thúc|TH U4 KC
thục|TH U5 KC
thuê|TH W EE0
thuề|TH W EE1
thuể|TH W EE3
thuễ|TH W EE2
thuế|TH W EE4
thuệ|TH W EE5
thui|TH U0 IZ
thùi|TH U1 IZ
thủi|TH U3 IZ
thũi|TH U2 IZ
thúi|TH U4 IZ
thụi|TH U5 IZ
thùm|TH U1 MZ
thun|TH U0 NZ
thùn|TH U1 NZ
thủn|TH U3 NZ
thũn|TH U2 NZ
thún|TH U4 NZ
thụn|TH U5 NZ
thung|TH U0 NGZ
thùng|TH U1 NGZ
thủng|TH U3 NGZ
thũng|TH U2 NGZ
thúng|TH U4 NGZ
thụng|TH U5 NGZ
thuốc|TH UO4 KC
thuộc|TH UO5 KC
thuộm|TH UO5 MZ
thuôn|TH UO0 NZ
thuồn|TH UO1 NZ
thuổn|TH UO3 NZ
thuỗn|TH UO2 NZ
thuốn|TH UO4 NZ
thuộn|TH UO5 NZ
thuồng|TH UO1 NGZ
thuổng|TH UO3 NGZ
thuột|TH UO5 TC
thuở|TH W OW3
thủơ|TH W OW3
thụp|TH U5 PC
thút|TH U4 TC
thụt|TH U5 TC
thuỳ|TH W I1
thuỷ|TH W I3
thuý|TH W I4
thuỵ|TH W I5
thùy|TH W I1
thủy|TH W I3
thúy|TH W I4
thụy|TH W I5
thuyên|TH W IE0 NZ
thuyền|TH W IE1 NZ
thuyển|TH W IE3 NZ
thuyễn|TH W IE2 NZ
thuyến|TH W IE4 NZ
thuyện|TH W IE5 NZ
thuyết|TH W IE4 TC
thuyn|TH W I0 NZ
thuỳn|TH W I1 NZ
thuỷn|TH W I3 NZ
thuỹn|TH W I2 NZ
thuýn|TH W I4 NZ
thuỵn|TH W I5 NZ
thuynh|TH W I0 NGZ
thuỳnh|TH W I1 NGZ
thuỷnh|TH W I3 NGZ
thuỹnh|TH W I2 NGZ
thuýnh|TH W I4 NGZ
thuỵnh|TH W I5 NGZ
thuyp|TH W I4 PC
thuýp|TH W I4 PC
thuỵp|TH W I5 PC
thuyt|TH W I4 TC
thuýt|TH W I4 TC
thuỵt|TH W I5 TC
thuyu|TH W I0 UZ
thuỳu|TH W I1 UZ
thuỷu|TH W I3 UZ
thuỹu|TH W I2 UZ
thuýu|TH W I4 UZ
thuỵu|TH W I5 UZ
thư|TH UW0
thừ|TH UW1
thử|TH UW3
thữ|TH UW2
thứ|TH UW4
thự|TH UW5
thưa|TH WA0
thừa|TH WA1
thửa|TH WA3
thữa|TH WA2
thứa|TH WA4
thựa|TH WA5
thức|TH UW4 KC
thực|TH UW5 KC
thưn|TH UW0 NZ
thừn|TH UW1 NZ
thửn|TH UW3 NZ
thữn|TH UW2 NZ
thứn|TH UW4 NZ
thựn|TH UW5 NZ
thừng|TH UW1 NGZ
thững|TH UW2 NGZ
thước|TH WA4 KC
thược|TH WA5 KC
thương|TH WA0 NGZ
thường|TH WA1 NGZ
thưởng|TH WA3 NGZ
thưỡng|TH WA2 NGZ
thướng|TH WA4 NGZ
thượng|TH WA5 NGZ
thướt|TH WA4 TC
thượt|TH WA5 TC
ti|T I0
tì|T I1
tỉ|T I3
tĩ|T I2
tí|T I4
tị|T I5
tia|T IE0
tìa|T IE1
tỉa|T IE3
tĩa|T IE2
tía|T IE4
tịa|T IE5
tíc|T I4 KC
tích|T I4 KC
tịch|T I5 KC
tiếc|T IE4 KC
tiệc|T IE5 KC
tiêm|T IE0 MZ
tiềm|T IE1 MZ
tiểm|T IE3 MZ
tiễm|T IE2 MZ
tiếm|T IE4 MZ
tiệm|T IE5 MZ
tiên|T IE0 NZ
tiền|T IE1 NZ
tiển|T IE3 NZ
tiễn|T IE2 NZ
tiến|T IE4 NZ
tiện|T IE5 NZ
tiêng|T IE0 NGZ
tiềng|T IE1 NGZ
tiểng|T IE3 NGZ
tiễng|T IE2 NGZ
tiếng|T IE4 NGZ
tiệng|T IE5 NGZ
tiếp|T IE4 PC
tiệp|T IE5 PC
tiết|T IE4 TC
tiệt|T IE5 TC
tiêu|T IE0 UZ
tiều|T IE1 UZ
tiểu|T IE3 UZ
tiễu|T IE2 UZ
tiếu|T IE4 UZ
tiệu|T IE5 UZ
tim|T I0 MZ
tìm|T I1 MZ
tỉm|T I3 MZ
tĩm|T I2 MZ
tím|T I4 MZ
tịm|T I5 MZ
tin|T I0 NZ
tìn|T I1 NZ
tỉn|T I3 NZ
tĩn|T I2 NZ
tín|T I4 NZ
tịn|T I5 NZ
ting|T I0 NGZ
tinh|T I0 NGZ
tình|T I1 NGZ
tỉnh|T I3 NGZ
tĩnh|T I2 NGZ
tính|T I4 NGZ
tịnh|T I5 NGZ
típ|T I4 PC
tịp|T I5 PC
tít|T I4 TC
tịt|T I5 TC
tiu|T I0 UZ
tìu|T I1 UZ
tỉu|T I3 UZ
tĩu|T I2 UZ
tíu|T I4 UZ
tịu|T I5 UZ
to|T O0
tò|T O1
tỏ|T O3
tõ|T O2
tó|T O4
tọ|T O5
toa|T W A0
toà|T W A1
toả|T W A3
toạ|T W A5
tòa|T W A1
